Open Time;Status;Magic;Symbol;Type;Timeframe;Pattern (Size);Higher Trend;Higher RSI;Spread vs Base;Top News;Vol Steps (Lot);Vol Steps ($);Min Requied Capital ($);Entry Prices;RiskFree Prices;Target Prices;Action Prices;Liquidity Price;Max Step;Max Virtual Step;Profit;Close Time
2026.01.06 09:53;Close;10011;AUDCAD_l;Long;m1;Super Minor(15);Uptrend;Neutral (58.4);Normal (14 vs 21 points);No News;2.00|4.00|6.00|8.00|10.00;134.60|269.20|403.79|538.39|672.99;33.74;0.92608|0.92587|0.92545|0.92482|0.92398;0.92622|0.92608|0.92584|0.92549|0.92503;0.92664|0.92629|0.92605|0.92570|0.92524;0.92706|0.92650|0.92626|0.92591|0.92545;0.92272;4;4;808.13;2026.01.06 14:55
2026.01.07 10:25;Close;10012;AUDCAD_l;Long;m1;Minor(45);Uptrend;Neutral (37.3);Normal (12 vs 33 points);No News;2.00|4.00|6.00|8.00|10.00;134.75|269.50|404.24|538.99|673.74;47.10;0.93115|0.93082|0.93016|0.92917|0.92785;0.93127|0.93105|0.93067|0.93012|0.92940;0.93193|0.93138|0.93100|0.93045|0.92973;0.93259|0.93171|0.93133|0.93078|0.93006;0.92587;4;4;1135.17;2026.01.07 20:06
2026.01.08 04:19;Close;10013;AUDCAD_l;Long;m1;Super Minor(12);Uptrend;Neutral (42.7);Normal (12 vs 30 points);No News;2.00|4.00|6.00|8.00|10.00;134.30|268.60|402.90|537.20|671.50;43.61;0.93076|0.93046|0.92986|0.92896|0.92776;0.93088|0.93068|0.93033|0.92983|0.92918;0.93148|0.93098|0.93063|0.93013|0.92948;0.93208|0.93128|0.93093|0.93043|0.92978;0.92596;4;4;1018.57;2026.01.08 10:34
2026.01.08 14:13;Close;10014;AUDCAD_l;Long;m1;Major(146);Downtrend;Neutral (30.3);Normal (12 vs 22 points);No News;2.00|4.00|6.00|8.00|10.00;133.91|267.83|401.74|535.66|669.57;34.65;0.92827|0.92805|0.92761|0.92695|0.92607;0.92839|0.92824|0.92799|0.92762|0.92714;0.92883|0.92846|0.92821|0.92784|0.92736;0.92883|0.92846|0.92821|0.92784|0.92736;0.92475;4;4;473.50;2026.01.08 17:18
2026.01.09 08:49;Close;10015;AUDCAD_l;Long;m1;Minor(36);Downtrend;Neutral (41.8);Normal (14 vs 21 points);No News;2.00|4.00|6.00|8.00|10.00;133.88|267.75|401.63|535.50|669.38;33.52;0.92808|0.92787|0.92745|0.92682|0.92598;0.92822|0.92808|0.92784|0.92749|0.92703;0.92864|0.92829|0.92805|0.92770|0.92724;0.92864|0.92829|0.92805|0.92770|0.92724;0.92472;4;4;508.68;2026.01.09 15:31
2026.01.12 04:31;Close;10016;AUDCAD_l;Long;m1;Minor(50);Uptrend;Neutral (49.0);Normal (12 vs 23 points);No News;2.00|4.00|6.00|8.00|10.00;133.92|267.84|401.77|535.69|669.61;35.72;0.93010|0.92987|0.92941|0.92872|0.92780;0.93022|0.93007|0.92980|0.92942|0.92892;0.93068|0.93030|0.93003|0.92965|0.92915;0.93114|0.93053|0.93026|0.92988|0.92938;0.92642;2;2;232.07;2026.01.12 11:16
2026.01.12 13:57;Close;10017;AUDCAD_l;Long;m1;Super Minor(16);Uptrend;Neutral (50.5);Normal (13 vs 17 points);No News;2.00|4.00|6.00|8.00|10.00;134.13|268.26|402.39|536.52|670.65;29.03;0.93064|0.93047|0.93013|0.92962|0.92894;0.93077|0.93066|0.93046|0.93018|0.92981;0.93111|0.93083|0.93063|0.93035|0.92998;0.93145|0.93100|0.93080|0.93052|0.93015;0.92792;1;1;96.60;2026.01.12 15:09
2026.01.12 19:22;Close;10018;AUDCAD_l;Long;m1;Minor(40);Uptrend;Neutral (54.7);Normal (14 vs 18 points);No News;2.00|4.00|6.00|8.00|10.00;134.31|268.62|402.92|537.23|671.54;30.18;0.93169|0.93151|0.93115|0.93061|0.92989;0.93183|0.93171|0.93150|0.93120|0.93081;0.93219|0.93189|0.93168|0.93138|0.93099;0.93255|0.93207|0.93186|0.93156|0.93117;0.92881;5;5;1149.83;2026.01.13 15:30
2026.01.13 17:25;Close;10019;AUDCAD_l;Long;m1;Super Minor(21);Downtrend;Neutral (31.3);Normal (12 vs 41 points);No News;2.00|4.00|6.00|8.00|10.00;133.59|267.18|400.78|534.37|667.96;55.76;0.92773|0.92732|0.92650|0.92527|0.92363;0.92785|0.92758|0.92710|0.92642|0.92553;0.92867|0.92799|0.92751|0.92683|0.92594;0.92867|0.92799|0.92751|0.92683|0.92594;0.92117;2;2;214.59;2026.01.13 18:56
2026.01.13 22:33;Close;10020;AUDCAD_l;Long;m1;Major(145);Downtrend;Neutral (34.8);Normal (14 vs 19 points);No News;2.00|4.00|6.00|8.00|10.00;133.61|267.21|400.82|534.42|668.03;31.24;0.92741|0.92722|0.92684|0.92627|0.92551;0.92755|0.92742|0.92720|0.92689|0.92647;0.92793|0.92761|0.92739|0.92708|0.92666;0.92793|0.92761|0.92739|0.92708|0.92666;0.92437;1;1;56.15;2026.01.13 23:59
2026.01.14 10:07;Close;10021;AUDCAD_l;Long;m1;Super Minor(10);Downtrend;Neutral (47.5);Normal (12 vs 25 points);No News;2.00|4.00|6.00|8.00|10.00;133.87|267.74|401.60|535.47|669.34;37.95;0.92941|0.92916|0.92866|0.92791|0.92691;0.92953|0.92936|0.92907|0.92866|0.92811;0.93003|0.92961|0.92932|0.92891|0.92836;0.93053|0.92986|0.92957|0.92916|0.92861;0.92541;2;2;249.08;2026.01.14 11:03
2026.01.14 13:07;Close;10022;AUDCAD_l;Long;m1;Super Minor(18);Downtrend;Oversold (29.0);Normal (15 vs 27 points);No News;2.00|4.00|6.00|8.00|10.00;133.64|267.28|400.93|534.57|668.21;40.15;0.92764|0.92737|0.92683|0.92602|0.92494;0.92779|0.92761|0.92730|0.92685|0.92626;0.92833|0.92788|0.92757|0.92712|0.92653;0.92833|0.92788|0.92757|0.92712|0.92653;0.92332;3;3;357.52;2026.01.14 16:30
2026.01.15 05:27;Close;10023;AUDCAD_l;Long;m1;Super Minor(23);Downtrend;Neutral (41.2);Normal (13 vs 25 points);No News;2.00|4.00|6.00|8.00|10.00;133.42|266.84|400.26|533.68|667.10;37.91;0.92682|0.92657|0.92607|0.92532|0.92432;0.92695|0.92678|0.92649|0.92608|0.92553;0.92745|0.92703|0.92674|0.92633|0.92578;0.92745|0.92703|0.92674|0.92633|0.92578;0.92282;2;2;153.99;2026.01.15 05:41
2026.01.15 13:44;Close;10024;AUDCAD_l;Long;m1;Major(102);Uptrend;Neutral (66.9);Normal (12 vs 18 points);No News;2.00|4.00|6.00|8.00|10.00;133.95|267.89|401.84|535.78|669.73;30.11;0.93066|0.93048|0.93012|0.92958|0.92886;0.93078|0.93066|0.93045|0.93015|0.92976;0.93114|0.93084|0.93063|0.93033|0.92994;0.93150|0.93102|0.93081|0.93051|0.93012;0.92778;5;5;1021.25;2026.01.15 17:03
2026.01.15 21:01;Close;10025;AUDCAD_l;Long;m1;Minor(33);Uptrend;Neutral (57.5);Normal (13 vs 14 points);No News;2.00|4.00|6.00|8.00|10.00;134.12|268.23|402.35|536.46|670.58;25.66;0.93129|0.93115|0.93087|0.93045|0.92989;0.93142|0.93133|0.93116|0.93093|0.93063;0.93170|0.93147|0.93130|0.93107|0.93077;0.93198|0.93161|0.93144|0.93121|0.93091;0.92905;4;4;571.38;2026.01.16 03:17
2026.01.16 04:12;Close;10026;AUDCAD_l;Long;m1;Super Minor(12);Uptrend;Neutral (44.4);Normal (15 vs 20 points);No News;2.00|4.00|6.00|8.00|10.00;133.95|267.89|401.84|535.78|669.73;32.36;0.93040|0.93020|0.92980|0.92920|0.92840;0.93055|0.93042|0.93018|0.92985|0.92942;0.93095|0.93062|0.93038|0.93005|0.92962;0.93135|0.93082|0.93058|0.93025|0.92982;0.92720;1;1;115.21;2026.01.16 06:58
2026.01.16 08:08;Close;10027;AUDCAD_l;Long;m1;Mid Major(54);Uptrend;Neutral (49.2);Normal (12 vs 19 points);No News;2.00|4.00|6.00|8.00|10.00;134.02|268.04|402.06|536.08|670.10;31.24;0.93078|0.93059|0.93021|0.92964|0.92888;0.93090|0.93077|0.93055|0.93024|0.92982;0.93128|0.93096|0.93074|0.93043|0.93001;0.93166|0.93115|0.93093|0.93062|0.93020;0.92774;2;2;201.53;2026.01.16 09:16
2026.01.16 13:54;Close;10028;AUDCAD_l;Long;m1;Super Minor(28);Uptrend;Neutral (48.3);Normal (11 vs 16 points);No News;2.00|4.00|6.00|8.00|10.00;134.11|268.22|402.33|536.44|670.55;27.91;0.93110|0.93094|0.93062|0.93014|0.92950;0.93121|0.93110|0.93092|0.93065|0.93030;0.93153|0.93126|0.93108|0.93081|0.93046;0.93185|0.93142|0.93124|0.93097|0.93062;0.92854;5;6;939.31;2026.01.16 20:32
2026.01.19 09:45;Close;10029;AUDCAD_l;Long;m1;Major(86);Downtrend;Neutral (47.3);Normal (10 vs 26 points);No News;2.00|4.00|6.00|8.00|10.00;133.81|267.61|401.42|535.22|669.03;39.04;0.92949|0.92923|0.92871|0.92793|0.92689;0.92959|0.92942|0.92911|0.92868|0.92812;0.93011|0.92968|0.92937|0.92894|0.92838;0.93063|0.92994|0.92963|0.92920|0.92864;0.92533;1;1;149.75;2026.01.19 12:22
2026.01.19 18:00;Close;10030;AUDCAD_l;Long;m1;Super Minor(29);Uptrend;Neutral (48.5);Normal (13 vs 25 points);No News;2.00|4.00|6.00|8.00|10.00;134.24|268.47|402.71|536.94|671.18;38.00;0.93043|0.93018|0.92968|0.92893|0.92793;0.93056|0.93039|0.93010|0.92969|0.92914;0.93106|0.93064|0.93035|0.92994|0.92939;0.93156|0.93089|0.93060|0.93019|0.92964;0.92643;1;1;142.80;2026.01.20 05:02
2026.01.20 09:08;Close;10031;AUDCAD_l;Long;m1;Super Minor(22);Uptrend;Neutral (56.4);Normal (12 vs 25 points);No News;2.00|4.00|6.00|8.00|10.00;134.62|269.25|403.87|538.50|673.12;38.07;0.93256|0.93231|0.93181|0.93106|0.93006;0.93268|0.93251|0.93222|0.93181|0.93126;0.93318|0.93276|0.93247|0.93206|0.93151;0.93368|0.93301|0.93272|0.93231|0.93176;0.92856;1;1;144.43;2026.01.20 09:36
2026.01.20 11:24;Close;10032;AUDCAD_l;Long;m1;Minor(46);Downtrend;Oversold (29.0);Normal (11 vs 37 points);No News;2.00|4.00|6.00|8.00|10.00;134.56|269.12|403.69|538.25|672.81;51.54;0.93050|0.93013|0.92939|0.92828|0.92680;0.93061|0.93036|0.92993|0.92932|0.92851;0.93135|0.93073|0.93030|0.92969|0.92888;0.93135|0.93073|0.93030|0.92969|0.92888;0.92458;2;2;195.24;2026.01.20 12:16
2026.01.21 12:00;Close;10033;AUDCAD_l;Long;m1;Super Minor(12);Uptrend;Neutral (64.1);Normal (11 vs 23 points);No News;2.00|4.00|6.00|8.00|10.00;134.96|269.91|404.87|539.82|674.78;35.88;0.93379|0.93356|0.93310|0.93241|0.93149;0.93390|0.93375|0.93348|0.93310|0.93260;0.93436|0.93398|0.93371|0.93333|0.93283;0.93482|0.93421|0.93394|0.93356|0.93306;0.93011;2;2;237.60;2026.01.21 14:43
2026.01.21 20:04;Close;10034;AUDCAD_l;Long;m1;Minor(47);Uptrend;Neutral (45.5);Normal (12 vs 27 points);No News;2.00|4.00|6.00|8.00|10.00;135.12|270.23|405.35|540.46|675.58;40.42;0.93365|0.93338|0.93284|0.93203|0.93095;0.93377|0.93359|0.93328|0.93283|0.93224;0.93431|0.93386|0.93355|0.93310|0.93251;0.93485|0.93413|0.93382|0.93337|0.93278;0.92933;1;1;156.28;2026.01.21 21:34
