Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,GBPNZD_l_Rule
2026.06.15 04:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Neutral,1.047,Normal,1.517,DN,17.6,0.011,-0.38,0.5,OK,0,Trending,Tokyo,20,Run
2026.06.15 05:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.047,Normal,0.854,FL,17.6,0.011,-0.38,3.9,OK,0,Trending,Tokyo,30,Run
2026.06.15 06:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Neutral,1.047,Normal,1.144,FL,17.6,0.011,-0.38,2.1,OK,0,Trending,Tokyo,20,Run
2026.06.15 07:00,BUY,Red,Green,Green,Red,Yellow,OK,Green,Neutral,1.047,Normal,0.701,FL,18.4,0.290,-4.62,-0.2,OK,0,Trending,Tokyo,17,Run
2026.06.15 08:00,BUY,Red,Green,Green,Red,Yellow,OK,Green,Neutral,1.047,Normal,1.009,UP,18.4,0.290,-4.62,6.0,OK,0,Trending,Tokyo-London,30,Run
2026.06.15 09:00,BUY,Yellow,Green,Green,Red,Green,OK,Green,Neutral,1.047,Normal,0.766,UP,18.4,0.290,-4.62,9.7,OK,0,Trending,London,17,Run
2026.06.15 10:00,BUY,Yellow,Green,Green,Red,Green,OK,Green,Neutral,1.047,Normal,0.789,FL,18.4,0.290,-4.62,9.7,OK,0,Trending,London,24,Run
2026.06.15 11:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Neutral,1.047,Warning,1.206,DN,20.1,0.301,-4.62,1.4,OK,0,Trending,London,24,Run
2026.06.15 12:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Normal,0.757,UP,20.1,0.301,-4.62,13.5,OK,0,Trending,London,15,Run
2026.06.15 13:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Neutral,1.047,Warning,1.340,DN,20.1,0.301,-4.62,9.1,OK,0,Trending,London-NewYork,23,Run
2026.06.15 14:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Normal,1.042,UP,20.1,0.301,-4.62,15.4,OK,0,Trending,London-NewYork,23,Run
2026.06.15 15:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Normal,0.821,FL,21.7,0.315,-4.62,15.6,OK,0,Trending,London-NewYork,23,Run
2026.06.15 16:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Spike,1.739,UP,21.7,0.315,-4.62,24.8,OK,0,Trending,London-NewYork,21,Run
2026.06.15 17:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Warning,1.234,UP,21.7,0.315,-4.62,32.4,OK,0,Trending,New York,27,Run
2026.06.15 18:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Normal,1.020,UP,21.7,0.315,-4.62,35.6,OK,0,Trending,New York,23,Run
2026.06.15 19:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,1.047,Warning,1.105,UP,19.2,0.263,-4.62,44.1,OK,0,Trending,New York,21,Run
2026.06.15 20:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,1.047,Normal,0.788,UP,19.2,0.263,+0.38,47.2,OK,0,Trending,New York,15,Run
2026.06.15 21:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,1.047,Normal,0.733,FL,19.2,0.263,+0.38,45.2,OK,0,Trending,New York,15,Run
2026.06.15 22:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,1.047,Normal,1.669,DN,19.2,0.263,+0.38,40.1,OK,0,Trending,Off-Hours,12,Run
2026.06.15 23:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,0.922,FL,20.2,0.257,+0.75,41.6,OK,0,Trending,Off-Hours,29,Run
2026.06.16 01:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.741,FL,20.2,0.257,+0.75,36.0,OK,0,Trending,Tokyo,144,Run
2026.06.16 02:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.218,FL,20.2,0.257,+0.75,35.1,OK,0,Trending,Tokyo,17,Run
2026.06.16 03:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.795,UP,18.7,0.155,+0.75,42.5,OK,0,Trending,Tokyo,17,Run
2026.06.16 04:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.080,UP,18.7,0.155,+0.75,45.2,OK,0,Trending,Tokyo,28,Run
2026.06.16 05:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,0.960,UP,18.7,0.155,+0.75,51.4,OK,1,Trending,Tokyo,17,Run
2026.06.16 06:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,0.875,FL,18.7,0.155,+0.75,49.0,OK,1,Trending,Tokyo,24,Run
2026.06.16 07:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Neutral,0.936,Normal,1.928,DN,20.4,0.327,+5.00,48.0,OK,1,Trending,Tokyo,33,Run
2026.06.16 08:00,BUY,Red,Green,Green,Green,Green,OK,Green,Neutral,0.936,Normal,2.524,DN,20.4,0.327,+5.00,39.1,OK,1,Trending,Tokyo-London,25,Run
2026.06.16 09:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.936,Normal,1.062,UP,20.4,0.327,+5.00,43.5,OK,1,Trending,London,17,Run
2026.06.16 10:00,BUY,Red,Green,Green,Green,Green,OK,Green,Neutral,0.936,Normal,1.416,DN,20.4,0.327,+5.00,37.9,OK,1,Trending,London,19,Run
2026.06.16 11:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Neutral,0.936,Normal,0.999,DN,21.3,0.096,+5.00,31.7,OK,0,Trending,London,19,Run
2026.06.16 12:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Neutral,0.936,Normal,1.253,DN,21.3,0.096,+5.00,18.6,OK,0,Trending,London,19,Run
2026.06.16 13:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,0.936,Normal,1.227,DN,21.3,0.096,+5.00,18.0,OK,0,Trending,London-NewYork,19,Run
2026.06.16 14:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,0.936,Normal,1.141,FL,21.3,0.096,+5.00,20.4,OK,0,Trending,London-NewYork,25,Run
2026.06.16 15:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.717,DN,18.8,0.073,-2.38,11.1,OK,0,Trending,London-NewYork,24,Run
2026.06.16 16:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.071,DN,18.8,0.073,-2.38,8.0,OK,0,Trending,London-NewYork,27,Run
2026.06.16 17:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.733,UP,18.8,0.073,-2.38,15.3,OK,0,Trending,New York,21,Run
2026.06.16 18:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.936,Normal,1.022,UP,18.8,0.073,-2.38,19.2,OK,0,Trending,New York,18,Run
2026.06.16 19:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.936,Normal,1.124,DN,17.2,0.085,-6.62,9.0,OK,0,Trending,New York,24,Run
2026.06.16 20:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,0.936,Normal,1.048,UP,17.2,0.085,-6.62,16.2,OK,0,Trending,New York,15,Run
2026.06.16 21:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,0.936,Warning,1.170,UP,17.2,0.085,-6.62,19.8,OK,0,Trending,New York,22,Run
2026.06.16 22:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Neutral,0.936,Normal,1.091,UP,17.2,0.085,-6.62,24.0,OK,0,Trending,Off-Hours,26,Run
2026.06.16 23:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,0.957,Normal,0.981,UP,15.1,0.050,-6.62,30.7,OK,0,Trending,Off-Hours,32,Run
2026.06.17 00:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,0.957,Warning,1.203,UP,15.1,0.050,-6.62,37.8,OK,0,Trending,Tokyo,107,Run
2026.06.17 01:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.957,Warning,1.217,DN,15.1,0.050,-6.62,29.2,OK,0,Trending,Tokyo,89,Run
2026.06.17 02:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,0.957,Warning,1.333,UP,15.1,0.050,-6.62,30.5,OK,0,Trending,Tokyo,18,Run
2026.06.17 03:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,0.957,Warning,1.426,UP,15.4,0.131,-6.62,34.2,OK,0,Trending,Tokyo,23,Run
2026.06.17 04:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.957,Normal,0.855,DN,15.4,0.131,-6.62,30.5,OK,0,Trending,Tokyo,29,Run
2026.06.17 05:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,0.957,Warning,1.358,UP,15.4,0.131,-6.62,33.8,OK,0,Trending,Tokyo,19,Run
2026.06.17 06:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Neutral,0.957,Warning,1.228,UP,15.4,0.131,-6.62,41.2,OK,0,Trending,Tokyo,33,Run
2026.06.17 07:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,0.648,UP,17.3,0.269,+1.75,43.0,OK,1,Trending,Tokyo,21,Run
2026.06.17 08:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.366,UP,17.3,0.269,+1.75,44.8,OK,1,Trending,Tokyo-London,32,Run
2026.06.17 09:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.513,DN,17.3,0.269,+1.75,37.9,OK,1,Trending,London,139,Run
2026.06.17 10:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,0.765,FL,17.3,0.269,+1.75,36.4,OK,1,Trending,London,19,Run
2026.06.17 11:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,0.957,Normal,1.280,FL,20.1,0.220,+3.75,40.1,OK,1,Trending,London,19,Run
2026.06.17 12:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,0.957,Normal,1.174,UP,20.1,0.220,+3.75,44.3,OK,1,Trending,London,29,Run
2026.06.17 13:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,0.957,Normal,0.565,FL,20.1,0.220,+3.75,45.1,OK,1,Trending,London-NewYork,26,Run
2026.06.17 14:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,0.957,Normal,0.678,FL,20.1,0.220,+3.75,43.3,OK,1,Trending,London-NewYork,16,Run
2026.06.17 15:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.183,DN,23.0,0.405,+0.75,37.5,OK,1,Trending,London-NewYork,27,Run
2026.06.17 16:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.553,DN,23.0,0.405,+0.75,25.6,OK,0,Trending,London-NewYork,23,Run
2026.06.17 17:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.024,DN,23.0,0.405,+0.75,22.0,OK,0,Trending,New York,27,Run
2026.06.17 18:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,0.501,FL,23.0,0.405,+0.75,22.4,OK,0,Trending,New York,19,Run
2026.06.17 19:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,0.886,FL,21.8,0.240,-2.62,21.7,OK,0,Trending,New York,19,Run
2026.06.17 20:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Warning,2.064,DN,21.8,0.240,-2.62,16.3,OK,0,Trending,New York,31,Run
2026.06.17 21:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.946,UP,21.8,0.240,-2.62,33.1,OK,1,Trending,New York,242,Run
2026.06.17 22:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.957,Normal,1.263,FL,21.8,0.240,-2.62,35.2,OK,1,Trending,Off-Hours,15,Run
2026.06.17 23:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.467,DN,20.4,0.209,+0.75,24.4,EDGE,0,Trending,Off-Hours,34,Run
2026.06.18 00:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,0.935,DN,20.4,0.209,+0.75,23.6,EDGE,0,Trending,Tokyo,174,Run
2026.06.18 01:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.357,DN,20.4,0.209,+0.75,12.7,EDGE,0,Trending,Tokyo,145,Run
2026.06.18 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,0.879,UP,20.4,0.209,+0.75,25.9,EDGE,0,Trending,Tokyo,25,Run
2026.06.18 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,0.987,DN,18.8,0.008,+0.75,22.6,EDGE,0,Trending,Tokyo,28,Run
2026.06.18 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.711,DN,18.8,0.008,+0.75,-5.1,EDGE,0,Trending,Tokyo,17,Run
2026.06.18 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,0.739,UP,18.8,0.008,+0.75,-8.6,EDGE,0,Trending,Tokyo,21,Run
2026.06.18 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.137,UP,18.8,0.008,+0.75,-16.1,EDGE,0,Trending,Tokyo,17,Run
2026.06.18 07:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.056,FL,18.5,0.198,+0.75,-9.3,EDGE,0,Trending,Tokyo,24,Run
2026.06.18 08:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.156,FL,18.5,0.198,-0.38,-9.9,EDGE,0,Trending,Tokyo-London,17,Run
2026.06.18 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.608,DN,18.5,0.198,-0.38,5.5,EDGE,0,Trending,London,17,Run
2026.06.18 10:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.294,FL,18.5,0.198,-0.38,3.4,EDGE,0,Trending,London,31,Run
2026.06.18 11:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.602,UP,19.2,0.275,-0.38,-12.8,EDGE,0,Trending,London,38,Run
2026.06.18 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,0.643,FL,19.2,0.275,+0.75,-12.1,EDGE,0,Trending,London,19,Run
2026.06.18 13:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.202,DN,19.2,0.275,+0.75,-3.5,EDGE,0,Trending,London-NewYork,15,Run
2026.06.18 14:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.369,UP,19.2,0.275,+0.75,-25.7,EDGE,0,Trending,London-NewYork,104,Run
2026.06.18 15:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.094,UP,21.6,0.481,+0.75,-29.1,EDGE,0,Trending,London-NewYork,15,Run
2026.06.18 16:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.849,Normal,1.047,FL,21.6,0.481,+3.00,-28.4,EDGE,0,Trending,London-NewYork,16,Run
2026.06.18 17:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.849,Normal,1.370,DN,21.6,0.481,+3.00,-11.3,EDGE,0,Trending,New York,27,Run
2026.06.18 18:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.849,Normal,1.380,DN,21.6,0.481,+3.00,10.2,EDGE,0,Trending,New York,14,Run
2026.06.18 19:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.849,Normal,0.775,UP,24.0,0.270,+3.00,2.7,EDGE,0,Trending,New York,23,Run
2026.06.18 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.255,UP,24.0,0.270,-0.38,-6.7,EDGE,0,Trending,New York,31,Run
2026.06.18 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,0.591,FL,24.0,0.270,-0.38,-8.9,EDGE,0,Trending,New York,26,Run
2026.06.18 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.849,Normal,1.289,UP,24.0,0.270,-0.38,-13.4,EDGE,0,Trending,Off-Hours,37,Run
2026.06.18 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.106,DN,26.1,0.220,+0.75,-9.6,EDGE,0,Trending,Off-Hours,23,Run
2026.06.19 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.401,FL,26.1,0.220,+0.75,-4.1,EDGE,0,Trending,Tokyo,180,Run
2026.06.19 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.283,UP,26.1,0.220,+0.75,-15.3,EDGE,0,Trending,Tokyo,168,Run
2026.06.19 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.279,DN,26.1,0.220,+0.75,-5.3,EDGE,0,Trending,Tokyo,18,Run
2026.06.19 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,0.886,UP,28.5,0.232,+0.75,-10.7,EDGE,0,Trending,Tokyo,25,Run
2026.06.19 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.363,DN,28.5,0.232,+0.75,11.8,EDGE,0,Trending,Tokyo,32,Run
2026.06.19 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.168,FL,28.5,0.232,+0.75,9.1,EDGE,0,Trending,Tokyo,32,Run
2026.06.19 06:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.725,DN,28.5,0.232,+0.75,32.4,EDGE,0,Trending,Tokyo,22,Run
2026.06.19 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.926,Normal,1.215,DN,25.8,0.125,+0.75,26.3,EDGE,0,Trending,Tokyo,36,Run
2026.06.19 08:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Warning,2.106,UP,25.8,0.125,+3.00,55.6,EDGE,0,Trending,Tokyo-London,34,Run
2026.06.19 09:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.257,DN,25.8,0.125,+3.00,27.9,EDGE,0,Trending,London,66,Run
2026.06.19 10:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.319,UP,25.8,0.125,+3.00,42.8,EDGE,0,Trending,London,23,Run
2026.06.19 11:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.242,UP,25.1,0.020,+5.00,59.5,EDGE,0,Trending,London,18,Run
2026.06.19 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,0.887,FL,25.1,0.020,+5.00,56.8,EDGE,0,Trending,London,38,Run
2026.06.19 13:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.484,UP,25.1,0.020,+5.00,59.5,EDGE,1,Trending,London-NewYork,24,Run
2026.06.19 14:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.058,DN,25.1,0.020,+5.00,53.0,EDGE,0,Trending,London-NewYork,30,Run
2026.06.19 15:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.359,DN,25.4,0.078,+5.00,42.9,EDGE,0,Trending,London-NewYork,27,Run
2026.06.19 16:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.455,UP,25.4,0.078,+8.00,55.1,EDGE,1,Trending,London-NewYork,25,Run
2026.06.19 17:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.437,FL,25.4,0.078,+8.00,51.8,EDGE,1,Trending,New York,23,Run
2026.06.19 18:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.146,DN,25.4,0.078,+8.00,45.2,EDGE,0,Trending,New York,28,Run
2026.06.19 19:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.415,UP,27.1,0.008,+4.62,50.7,EDGE,1,Trending,New York,27,Run
2026.06.19 20:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.601,FL,27.1,0.008,+4.62,44.4,EDGE,0,Trending,New York,39,Run
2026.06.19 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,0.945,FL,27.1,0.008,+4.62,43.8,EDGE,0,Trending,New York,20,Run
2026.06.19 22:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.926,Normal,1.350,UP,27.1,0.008,+4.62,43.9,EDGE,1,Trending,Off-Hours,42,Run
2026.06.19 23:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,1.330,DN,28.7,0.054,+8.00,21.1,EDGE,0,Trending,Off-Hours,177,Run
2026.06.22 01:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,0.981,DN,28.7,0.054,+8.00,33.7,EDGE,0,Trending,Tokyo,176,Run
2026.06.22 02:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,0.583,FL,28.7,0.054,+8.00,31.5,EDGE,0,Trending,Tokyo,30,Run
2026.06.22 03:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.246,UP,27.0,0.055,-0.38,40.0,EDGE,0,Trending,Tokyo,22,Run
2026.06.22 04:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.232,UP,27.0,0.055,-0.38,47.6,EDGE,1,Trending,Tokyo,22,Run
2026.06.22 05:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.978,UP,27.0,0.055,-0.38,52.2,EDGE,1,Trending,Tokyo,17,Run
2026.06.22 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.768,DN,27.0,0.055,-0.38,45.8,EDGE,1,Trending,Tokyo,32,Run
2026.06.22 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.687,FL,28.4,0.082,-0.38,42.0,EDGE,1,Trending,Tokyo,32,Run
2026.06.22 08:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.849,UP,28.4,0.082,-0.38,41.1,EDGE,1,Trending,Tokyo-London,26,Run
2026.06.22 09:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.216,DN,28.4,0.082,-0.38,36.0,EDGE,1,Trending,London,32,Run
2026.06.22 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.773,FL,28.4,0.082,-0.38,35.6,EDGE,1,Trending,London,19,Run
2026.06.22 11:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Warning,2.165,UP,29.9,0.146,-2.62,47.2,EDGE,1,Trending,London,17,Run
2026.06.22 12:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.157,UP,29.9,0.146,+0.75,53.8,EDGE,1,Trending,London,24,Run
2026.06.22 13:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.770,UP,29.9,0.146,+0.75,60.0,EDGE,1,Trending,London-NewYork,23,Run
2026.06.22 14:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.776,FL,29.9,0.146,+0.75,59.0,EDGE,1,Trending,London-NewYork,19,Run
2026.06.22 15:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.904,Warning,2.001,UP,33.4,0.463,+8.00,69.9,OK,1,Trending,London-NewYork,19,Run
2026.06.22 16:00,BUY,Red,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,1.118,DN,33.4,0.463,+8.00,60.6,OK,1,Trending,London-NewYork,22,Run
2026.06.22 17:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,1.300,FL,33.4,0.463,+8.00,59.7,OK,1,Trending,New York,15,Run
2026.06.22 18:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,1.976,UP,33.4,0.463,+8.00,69.4,OK,1,Trending,New York,14,Run
2026.06.22 19:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,0.932,FL,37.1,0.526,+8.00,63.0,OK,1,Trending,New York,29,Run
2026.06.22 20:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,1.238,UP,37.1,0.526,+8.00,72.7,OK,1,Trending,New York,28,Run
2026.06.22 21:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,0.815,UP,37.1,0.526,+8.00,71.1,OK,1,Trending,New York,15,Run
2026.06.22 22:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Neutral,0.904,Normal,1.077,FL,37.1,0.526,+8.00,66.5,OK,1,Trending,Off-Hours,39,Run
2026.06.22 23:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Neutral,0.939,Normal,1.340,FL,41.4,0.705,+8.00,64.0,OK,1,Trending,Off-Hours,39,Run
2026.06.23 01:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Neutral,0.939,Normal,0.970,FL,41.4,0.705,+8.00,63.7,OK,1,Trending,Tokyo,180,Run
2026.06.23 02:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.939,Normal,1.038,UP,41.4,0.705,+8.00,64.5,OK,1,Trending,Tokyo,30,Run
2026.06.23 03:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.939,Normal,1.655,UP,45.8,0.710,+8.00,77.4,OK,1,Trending,Tokyo,34,Run
2026.06.23 04:00,BUY,Red,Green,Green,Green,Green,OK,Green,Neutral,0.939,Normal,0.915,DN,45.8,0.710,+8.00,66.9,OK,1,Trending,Tokyo,21,Run
