Open Time;Status;Magic;Symbol;Type;Timeframe;Pattern (Size);Higher Trend;Higher RSI;Spread vs Base;Top News;Vol Steps (Lot);Vol Steps ($);Min Requied Capital ($);Entry Prices;RiskFree Prices;Target Prices;Action Prices;Liquidity Price;Max Step;Max Virtual Step;Profit;Close Time
2026.02.06 02:47;Close;10020;AUDCAD_l;Short;m1;Super Minor(17);Downtrend;Neutral (38.9);Normal (10 vs 44 points);No News;2.00|4.00|6.00|8.00|10.00;138.38|276.75|415.13|553.50|691.88;60.13;0.94854|0.94898|0.94986|0.95118|0.95294;0.94844|0.94873|0.94925|0.94998|0.95093;0.94756|0.94829|0.94881|0.94954|0.95049;0.94668|0.94785|0.94837|0.94910|0.95005;0.95558;2;2;446.24;2026.02.06 03:19
2026.02.06 06:12;Close;10021;AUDCAD_l;Short;m1;Major(137);Downtrend;Neutral (59.9);Normal (11 vs 22 points);No News;2.00|4.00|6.00|8.00|10.00;138.87|277.74|416.61|555.48|694.35;35.30;0.95119|0.95141|0.95185|0.95251|0.95339;0.95108|0.95123|0.95148|0.95185|0.95233;0.95064|0.95101|0.95126|0.95163|0.95211;0.95020|0.95079|0.95104|0.95141|0.95189;0.95471;5;15;5247.25;2026.03.09 00:06
2026.02.09 03:06;Close;10022;AUDCAD_l;Long;m1;Super Minor(12);Uptrend;Neutral (50.8);Normal (15 vs 32 points);No News;2.00|4.00|6.00|8.00|10.00;140.46|280.91|421.37|561.82|702.28;46.85;0.95891|0.95859|0.95795|0.95699|0.95571;0.95906|0.95885|0.95847|0.95794|0.95725;0.95970|0.95917|0.95879|0.95826|0.95757;0.96034|0.95949|0.95911|0.95858|0.95789;0.95379;2;2;332.26;2026.02.09 04:12
2026.02.09 06:25;Close;10023;AUDCAD_l;Long;m1;Minor(50);Uptrend;Neutral (50.3);Normal (15 vs 18 points);No News;2.00|4.00|6.00|8.00|10.00;140.47|280.95|421.42|561.90|702.37;30.95;0.95927|0.95909|0.95873|0.95819|0.95747;0.95942|0.95930|0.95909|0.95879|0.95840;0.95978|0.95948|0.95927|0.95897|0.95858;0.96014|0.95966|0.95945|0.95915|0.95876;0.95639;2;2;205.08;2026.02.09 07:34
2026.02.09 10:02;Close;10024;AUDCAD_l;Long;m1;Minor(38);Uptrend;Neutral (44.5);Normal (15 vs 38 points);No News;2.00|4.00|6.00|8.00|10.00;140.64|281.27|421.91|562.54|703.18;53.73;0.95916|0.95878|0.95802|0.95688|0.95536;0.95931|0.95906|0.95861|0.95798|0.95716;0.96007|0.95944|0.95899|0.95836|0.95754;0.96083|0.95982|0.95937|0.95874|0.95792;0.95308;3;3;781.98;2026.02.09 13:56
2026.02.10 01:39;Close;10025;AUDCAD_l;Long;m1;Major(127);Uptrend;Neutral (37.8);Normal (10 vs 22 points);No News;2.00|4.00|6.00|8.00|10.00;141.69|283.38|425.07|566.76|708.45;35.79;0.96074|0.96052|0.96008|0.95942|0.95854;0.96084|0.96069|0.96044|0.96007|0.95959;0.96128|0.96091|0.96066|0.96029|0.95981;0.96172|0.96113|0.96088|0.96051|0.96003;0.95722;3;3;470.60;2026.02.10 03:48
2026.02.10 05:04;Close;10026;AUDCAD_l;Long;m1;Major(147);Uptrend;Neutral (34.5);Normal (11 vs 34 points);No News;2.00|4.00|6.00|8.00|10.00;141.69|283.38|425.07|566.76|708.45;49.54;0.95972|0.95938|0.95870|0.95768|0.95632;0.95983|0.95960|0.95921|0.95864|0.95790;0.96051|0.95994|0.95955|0.95898|0.95824;0.96119|0.96028|0.95989|0.95932|0.95858;0.95428;3;3;684.29;2026.02.10 11:21
2026.02.10 18:23;Close;10027;AUDCAD_l;Long;m1;Major(101);Downtrend;Neutral (35.9);Normal (11 vs 39 points);No News;2.00|4.00|6.00|8.00|10.00;141.45|282.90|424.36|565.81|707.26;55.27;0.95711|0.95672|0.95594|0.95477|0.95321;0.95722|0.95696|0.95651|0.95586|0.95501;0.95800|0.95735|0.95690|0.95625|0.95540;0.95800|0.95735|0.95690|0.95625|0.95540;0.95087;1;1;115.24;2026.02.10 19:43
2026.02.11 08:22;Close;10028;AUDCAD_l;Long;m1;Major(78);Uptrend;Neutral (49.8);Normal (13 vs 43 points);No News;2.00|4.00|6.00|8.00|10.00;142.24|284.48|426.72|568.96|711.20;59.96;0.96125|0.96082|0.95996|0.95867|0.95695;0.96138|0.96109|0.96059|0.95988|0.95894;0.96224|0.96152|0.96102|0.96031|0.95937;0.96310|0.96195|0.96145|0.96074|0.95980;0.95437;2;2;423.53;2026.02.11 12:50
2026.02.12 04:36;Close;10029;AUDCAD_l;Long;m1;Super Minor(17);Uptrend;Neutral (51.0);Normal (17 vs 28 points);No News;2.00|4.00|6.00|8.00|10.00;142.67|285.34|428.00|570.67|713.34;42.68;0.96784|0.96756|0.96700|0.96616|0.96504;0.96801|0.96782|0.96750|0.96703|0.96642;0.96857|0.96810|0.96778|0.96731|0.96670;0.96913|0.96838|0.96806|0.96759|0.96698;0.96336;4;4;1055.07;2026.02.12 15:32
2026.02.12 20:20;Close;10030;AUDCAD_l;Long;m1;Major(114);Uptrend;Neutral (39.8);Normal (10 vs 35 points);No News;2.00|4.00|6.00|8.00|10.00;141.60|283.20|424.80|566.40|708.00;50.41;0.96499|0.96464|0.96394|0.96289|0.96149;0.96509|0.96486|0.96445|0.96387|0.96311;0.96579|0.96521|0.96480|0.96422|0.96346;0.96649|0.96556|0.96515|0.96457|0.96381;0.95939;2;2;340.67;2026.02.12 20:49
2026.02.13 07:11;Close;10031;AUDCAD_l;Long;m1;Super Minor(28);Downtrend;Neutral (43.5);Normal (14 vs 42 points);No News;2.00|4.00|6.00|8.00|10.00;141.63|283.25|424.88|566.50|708.13;58.42;0.96428|0.96386|0.96302|0.96176|0.96008;0.96442|0.96414|0.96365|0.96295|0.96204;0.96526|0.96456|0.96407|0.96337|0.96246;0.96526|0.96456|0.96407|0.96337|0.96246;0.95756;5;5;1268.85;2026.02.13 15:30
2026.02.13 22:40;Close;10032;AUDCAD_l;Long;m1;Mid Major(59);Downtrend;Neutral (50.4);Normal (14 vs 29 points);No News;2.00|4.00|6.00|8.00|10.00;141.35|282.69|424.04|565.38|706.73;43.61;0.96267|0.96238|0.96180|0.96093|0.95977;0.96281|0.96262|0.96228|0.96180|0.96117;0.96339|0.96291|0.96257|0.96209|0.96146;0.96339|0.96291|0.96257|0.96209|0.96146;0.95803;1;1;85.18;2026.02.13 22:59
2026.02.16 09:22;Close;10033;AUDCAD_l;Long;m1;Super Minor(10);Uptrend;Neutral (49.1);Normal (13 vs 18 points);No News;2.00|4.00|6.00|8.00|10.00;141.69|283.38|425.08|566.77|708.46;31.14;0.96427|0.96409|0.96373|0.96319|0.96247;0.96440|0.96428|0.96407|0.96377|0.96338;0.96476|0.96446|0.96425|0.96395|0.96356;0.96512|0.96464|0.96443|0.96413|0.96374;0.96139;1;1;107.30;2026.02.16 10:45
2026.02.16 16:37;Close;10034;AUDCAD_l;Long;m1;Super Minor(14);Uptrend;Neutral (44.2);Normal (14 vs 24 points);No News;2.00|4.00|6.00|8.00|10.00;141.63|283.26|424.88|566.51|708.14;37.94;0.96449|0.96425|0.96377|0.96305|0.96209;0.96463|0.96447|0.96419|0.96379|0.96327;0.96511|0.96471|0.96443|0.96403|0.96351;0.96559|0.96495|0.96467|0.96427|0.96375;0.96065;3;3;523.64;2026.02.16 19:31
2026.02.17 02:54;Close;10035;AUDCAD_l;Long;m1;Super Minor(11);Downtrend;Neutral (38.8);Normal (17 vs 32 points);No News;2.00|4.00|6.00|8.00|10.00;141.33|282.66|423.98|565.31|706.64;46.96;0.96371|0.96339|0.96275|0.96179|0.96051;0.96388|0.96367|0.96329|0.96276|0.96207;0.96452|0.96399|0.96361|0.96308|0.96239;0.96452|0.96399|0.96361|0.96308|0.96239;0.95859;4;4;696.59;2026.02.17 06:39
2026.02.17 13:11;Close;10036;AUDCAD_l;Long;m1;Super Minor(19);Downtrend;Neutral (45.6);Normal (13 vs 35 points);No News;2.00|4.00|6.00|8.00|10.00;141.31|282.62|423.94|565.25|706.56;50.37;0.96377|0.96342|0.96272|0.96167|0.96027;0.96390|0.96367|0.96326|0.96268|0.96192;0.96460|0.96402|0.96361|0.96303|0.96227;0.96460|0.96402|0.96361|0.96303|0.96227;0.95817;3;3;421.36;2026.02.17 15:51
2026.02.18 04:59;Close;10037;AUDCAD_l;Long;m1;Super Minor(21);Uptrend;Neutral (36.4);Normal (15 vs 17 points);No News;2.00|4.00|6.00|8.00|10.00;141.40|282.80|424.19|565.59|706.99;29.91;0.96463|0.96446|0.96412|0.96361|0.96293;0.96478|0.96467|0.96447|0.96419|0.96382;0.96512|0.96484|0.96464|0.96436|0.96399;0.96546|0.96501|0.96481|0.96453|0.96416;0.96191;2;2;199.26;2026.02.18 05:57
2026.02.18 20:53;Close;10038;AUDCAD_l;Long;m1;Super Minor(25);Uptrend;Neutral (41.9);Normal (16 vs 27 points);No News;2.00|4.00|6.00|8.00|10.00;140.97|281.94|422.90|563.87|704.84;41.11;0.96520|0.96493|0.96439|0.96358|0.96250;0.96536|0.96518|0.96487|0.96442|0.96383;0.96590|0.96545|0.96514|0.96469|0.96410;0.96644|0.96572|0.96541|0.96496|0.96437;0.96088;3;3;664.48;2026.02.19 02:30
2026.02.19 06:51;Close;10039;AUDCAD_l;Long;m1;Super Minor(22);Uptrend;Neutral (45.5);Normal (13 vs 27 points);No News;2.00|4.00|6.00|8.00|10.00;141.00|282.01|423.01|564.02|705.02;41.12;0.96589|0.96562|0.96508|0.96427|0.96319;0.96602|0.96584|0.96553|0.96508|0.96449;0.96656|0.96611|0.96580|0.96535|0.96476;0.96710|0.96638|0.96607|0.96562|0.96503;0.96157;2;2;283.18;2026.02.19 07:48
2026.02.19 12:43;Close;10040;AUDCAD_l;Long;m1;Mid Major(52);Downtrend;Neutral (32.2);Normal (10 vs 30 points);No News;2.00|4.00|6.00|8.00|10.00;141.04|282.08|423.13|564.17|705.21;44.58;0.96480|0.96450|0.96390|0.96300|0.96180;0.96490|0.96470|0.96435|0.96385|0.96320;0.96550|0.96500|0.96465|0.96415|0.96350;0.96550|0.96500|0.96465|0.96415|0.96350;0.96000;2;2;172.41;2026.02.19 14:27
2026.02.20 04:12;Close;10041;AUDCAD_l;Long;m1;Super Minor(20);Downtrend;Oversold (22.0);Normal (11 vs 46 points);No News;2.00|4.00|6.00|8.00|10.00;140.54|281.08|421.62|562.16|702.70;62.58;0.96255|0.96209|0.96117|0.95979|0.95795;0.96266|0.96235|0.96182|0.96105|0.96005;0.96358|0.96281|0.96228|0.96151|0.96051;0.96358|0.96281|0.96228|0.96151|0.96051;0.95519;2;2;232.31;2026.02.20 06:07
2026.02.20 13:03;Close;10042;AUDCAD_l;Long;m1;Minor(31);Uptrend;Neutral (52.5);Normal (15 vs 30 points);No News;2.00|4.00|6.00|8.00|10.00;141.04|282.07|423.11|564.14|705.18;44.56;0.96529|0.96499|0.96439|0.96349|0.96229;0.96544|0.96524|0.96489|0.96439|0.96374;0.96604|0.96554|0.96519|0.96469|0.96404;0.96664|0.96584|0.96549|0.96499|0.96434;0.96049;3;3;648.81;2026.02.20 15:56
2026.02.23 04:12;Close;10043;AUDCAD_l;Long;m1;Minor(43);Uptrend;Neutral (35.6);Normal (16 vs 47 points);No News;2.00|4.00|6.00|8.00|10.00;141.49|282.98|424.47|565.96|707.45;63.93;0.96642|0.96595|0.96501|0.96360|0.96172;0.96658|0.96627|0.96572|0.96494|0.96392;0.96752|0.96674|0.96619|0.96541|0.96439;0.96846|0.96721|0.96666|0.96588|0.96486;0.95890;1;1;275.19;2026.02.23 11:10
2026.02.23 17:24;Close;10044;AUDCAD_l;Long;m1;Super Minor(19);Uptrend;Neutral (46.6);Normal (13 vs 37 points);No News;2.00|4.00|6.00|8.00|10.00;141.45|282.89|424.34|565.78|707.23;52.55;0.96721|0.96684|0.96610|0.96499|0.96351;0.96734|0.96709|0.96666|0.96605|0.96524;0.96808|0.96746|0.96703|0.96642|0.96561;0.96882|0.96783|0.96740|0.96679|0.96598;0.96129;3;3;745.03;2026.02.23 20:36
2026.02.24 07:25;Close;10045;AUDCAD_l;Long;m1;Minor(39);Uptrend;Neutral (46.8);Normal (11 vs 20 points);No News;2.00|4.00|6.00|8.00|10.00;141.15|282.31|423.46|564.62|705.77;33.21;0.96730|0.96710|0.96670|0.96610|0.96530;0.96741|0.96728|0.96704|0.96671|0.96628;0.96781|0.96748|0.96724|0.96691|0.96648;0.96821|0.96768|0.96744|0.96711|0.96668;0.96410;1;1;118.24;2026.02.24 09:07
2026.02.24 12:13;Close;10046;AUDCAD_l;Long;m1;Super Minor(19);Uptrend;Neutral (43.2);Normal (15 vs 22 points);No News;2.00|4.00|6.00|8.00|10.00;141.25|282.50|423.76|565.01|706.26;35.49;0.96733|0.96711|0.96667|0.96601|0.96513;0.96748|0.96733|0.96708|0.96671|0.96623;0.96792|0.96755|0.96730|0.96693|0.96645;0.96792|0.96755|0.96730|0.96693|0.96645;0.96381;5;5;826.81;2026.02.24 17:20
2026.02.24 20:03;Close;10047;AUDCAD_l;Long;m1;Super Minor(24);Uptrend;Neutral (58.0);Normal (16 vs 17 points);No News;2.00|4.00|6.00|8.00|10.00;141.30|282.61|423.91|565.22|706.52;29.82;0.96800|0.96783|0.96749|0.96698|0.96630;0.96816|0.96805|0.96785|0.96757|0.96720;0.96850|0.96822|0.96802|0.96774|0.96737;0.96884|0.96839|0.96819|0.96791|0.96754;0.96528;4;4;1953.50;2026.02.25 02:30
2026.02.25 11:57;Close;10048;AUDCAD_l;Long;m1;Super Minor(19);Uptrend;Neutral (35.5);Normal (11 vs 30 points);No News;2.00|4.00|6.00|8.00|10.00;141.74|283.48|425.21|566.95|708.69;44.58;0.97031|0.97001|0.96941|0.96851|0.96731;0.97042|0.97022|0.96987|0.96937|0.96872;0.97102|0.97052|0.97017|0.96967|0.96902;0.97162|0.97082|0.97047|0.96997|0.96932;0.96551;2;2;298.04;2026.02.25 14:59
2026.02.26 09:52;Close;10049;AUDCAD_l;Long;m1;Super Minor(25);Uptrend;Neutral (39.2);Normal (12 vs 26 points);No News;2.00|4.00|6.00|8.00|10.00;142.48|284.96|427.43|569.91|712.39;40.17;0.97324|0.97298|0.97246|0.97168|0.97064;0.97336|0.97319|0.97288|0.97245|0.97189;0.97388|0.97345|0.97314|0.97271|0.97215;0.97440|0.97371|0.97340|0.97297|0.97241;0.96908;3;3;544.02;2026.02.26 11:36
2026.02.26 12:51;Close;10050;AUDCAD_l;Long;m1;Minor(42);Uptrend;Neutral (40.6);Normal (10 vs 22 points);No News;2.00|4.00|6.00|8.00|10.00;142.24|284.48|426.71|568.95|711.19;35.57;0.97287|0.97265|0.97221|0.97155|0.97067;0.97297|0.97282|0.97257|0.97220|0.97172;0.97341|0.97304|0.97279|0.97242|0.97194;0.97385|0.97326|0.97301|0.97264|0.97216;0.96935;1;1;130.11;2026.02.26 14:31
2026.02.26 16:51;Close;10051;AUDCAD_l;Long;m1;Super Minor(19);Uptrend;Neutral (38.8);Normal (14 vs 52 points);No News;2.00|4.00|6.00|8.00|10.00;142.15|284.30|426.45|568.60|710.75;69.55;0.97252|0.97200|0.97096|0.96940|0.96732;0.97266|0.97231|0.97171|0.97084|0.96971;0.97370|0.97283|0.97223|0.97136|0.97023;0.97370|0.97283|0.97223|0.97136|0.97023;0.96420;4;4;957.52;2026.02.26 17:40
2026.02.26 19:44;Close;10052;AUDCAD_l;Long;m1;Super Minor(23);Downtrend;Neutral (30.7);Normal (13 vs 30 points);No News;2.00|4.00|6.00|8.00|10.00;141.58|283.16|424.75|566.33|707.91;44.57;0.96915|0.96885|0.96825|0.96735|0.96615;0.96928|0.96908|0.96873|0.96823|0.96758;0.96988|0.96938|0.96903|0.96853|0.96788;0.96988|0.96938|0.96903|0.96853|0.96788;0.96435;1;1;86.19;2026.02.26 20:33
2026.02.27 01:09;Close;10053;AUDCAD_l;Long;m1;Mid Major(66);Downtrend;Neutral (40.1);Normal (12 vs 39 points);No News;2.00|4.00|6.00|8.00|10.00;141.96|283.92|425.89|567.85|709.81;54.83;0.97094|0.97055|0.96977|0.96860|0.96704;0.97106|0.97080|0.97035|0.96970|0.96885;0.97184|0.97119|0.97074|0.97009|0.96924;0.97262|0.97158|0.97113|0.97048|0.96963;0.96470;1;1;229.65;2026.02.27 04:30
2026.02.27 08:14;Close;10054;AUDCAD_l;Long;m1;Super Minor(20);Uptrend;Neutral (60.2);Normal (11 vs 27 points);No News;2.00|4.00|6.00|8.00|10.00;142.53|285.05|427.58|570.10|712.63;41.32;0.97350|0.97323|0.97269|0.97188|0.97080;0.97361|0.97343|0.97312|0.97267|0.97208;0.97415|0.97370|0.97339|0.97294|0.97235;0.97469|0.97397|0.97366|0.97321|0.97262;0.96918;2;2;266.29;2026.02.27 09:05
2026.02.27 11:00;Close;10055;AUDCAD_l;Long;m1;Super Minor(16);Uptrend;Neutral (39.0);Normal (12 vs 29 points);No News;2.00|4.00|6.00|8.00|10.00;142.27|284.54|426.82|569.09|711.36;43.53;0.97249|0.97220|0.97162|0.97075|0.96959;0.97261|0.97242|0.97208|0.97160|0.97097;0.97319|0.97271|0.97237|0.97189|0.97126;0.97319|0.97271|0.97237|0.97189|0.97126;0.96785;4;4;615.62;2026.02.27 17:11
2026.02.27 20:06;Close;10056;AUDCAD_l;Long;m1;Minor(41);Downtrend;Neutral (33.2);Normal (12 vs 24 points);No News;2.00|4.00|6.00|8.00|10.00;142.29|284.58|426.88|569.17|711.46;37.96;0.96956|0.96932|0.96884|0.96812|0.96716;0.96968|0.96952|0.96924|0.96884|0.96832;0.97016|0.96976|0.96948|0.96908|0.96856;0.97016|0.96976|0.96948|0.96908|0.96856;0.96572;1;1;71.91;2026.02.27 21:04
2026.03.02 06:56;Close;10057;AUDCAD_l;Long;m1;Minor(33);Downtrend;Neutral (47.3);Normal (11 vs 29 points);No News;2.00|4.00|6.00|8.00|10.00;141.89|283.78|425.68|567.57|709.46;43.58;0.96831|0.96802|0.96744|0.96657|0.96541;0.96842|0.96823|0.96789|0.96741|0.96678;0.96900|0.96852|0.96818|0.96770|0.96707;0.96900|0.96852|0.96818|0.96770|0.96707;0.96367;5;6;884.75;2026.03.02 11:11
